,Amplitude,Autocor_length,Mean,Meanvariance,PeriodLS,Period_fit,Skew,SlottedA_length,Std
74,0.4705,2.0,16.8807320574,0.0167502591734,0.530743475114,6.06346879102e-29,-0.548992205532,0.0666750000091,0.282756636998
75,0.2495,2.0,16.7336681716,0.0084642682312,0.334787399067,2.12486129007e-42,-0.508061877531,0.0668920000317,0.141638255896
76,0.191,2.0,16.1503071429,0.00724190319131,0.327231870456,1.20897543305e-18,-0.222623206058,0.0679840000448,0.116958960838
77,0.2495,18.0,15.2664197761,0.0105186319633,215.8651188,1.16155651479e-93,-0.231818093567,0.00133199999254,0.160581851022
78,0.4115,3.0,16.6044266958,0.0144447457861,0.569856659472,3.38134973808e-58,-0.507215330272,0.0569639999885,0.239846722545
79,0.306,1.0,14.4588717949,0.0210651004827,0.706923562953,0.862693550794,8.72345361063,0.00902399999904,0.304577587226
80,0.2265,4.0,15.9475664207,0.00815314448009,0.614427445738,3.95391816577e-74,-0.438835279024,0.000984000005701,0.130022813134
81,0.323,4.0,16.6947020349,0.011657879978,0.595244436663,1.91264639109e-86,0.472198462764,0.00058799998078,0.194624832591
82,0.4915,2.0,16.653791411,0.0187630600905,0.610259743364,1.58531010979e-09,0.817699580047,0.04554500003,0.312476088979
83,0.253,2.0,16.2956015326,0.00804031212708,0.153166445416,5.27646567575e-30,0.253505545654,0.0163900000261,0.13102172262
84,0.31075,2.0,15.1333646409,0.0130308997363,0.252296878339,7.84015357334e-10,1.02153979407,0.0192339999921,0.197201357309
85,0.243,3.0,15.5925523256,0.0102478637606,0.308337747663,2.57654983745e-26,0.22912072728,0.0444249999782,0.159790351913
86,0.3745,3.0,16.0526823529,0.0124846912282,0.559210228775,5.17762264205e-29,-0.77680591412,0.862853999788,0.200412782562
87,0.202,1.0,15.7913786008,0.00826372583164,0.178552110796,0.569450693581,1.29948377202,0.00891899999988,0.130495623261
88,0.2435,4.0,15.3506526946,0.00759126276756,0.620371867846,2.74088398767e-17,-0.743375046491,0.0672209999902,0.116530838258
89,0.228,2.0,15.6233076923,0.0091078904445,0.181977696841,1.26356281704e-34,0.519475472047,0.0278339999932,0.142295374842
90,0.348,3.0,15.4927887324,0.0129005874554,0.555319599107,4.22385206224e-28,-0.733345643215,0.0711439999868,0.19986607597
91,0.3365,2.0,15.6987607656,0.0125005510794,0.289347452766,5.52754805417e-19,0.746547876985,0.0267720000047,0.196243160833
92,0.3705,4.0,15.8569410319,0.0144551675822,0.619245809233,9.61494427649e-55,-0.629571847501,0.000888000009581,0.229214739958
93,0.387,2.0,16.4883192488,0.0144682824604,0.206559910477,1.61167466566e-17,1.48555055407,0.0267389999935,0.23855766019
94,0.347,2.0,15.7827042254,0.0103298225905,33.2787251282,4.29105516701e-09,2.0643621714,0.0345359999919,0.163032534646
95,0.34125,1.0,16.3249,0.0107306679878,0.200263434445,2.26894028976e-05,1.40876284207,0.0178480000031,0.175177081834
96,0.382,2.0,15.4133278689,0.0134343521736,0.341499476085,0.305138841025,-0.317007243557,0.0290219999806,0.207068074758
97,0.47175,3.0,16.0011894273,0.0173448437065,0.521824443658,2.30919165185e-29,-0.422236414519,0.90698999993,0.277538129734
98,0.20425,2.0,15.2993811321,0.0080188111387,0.191008873069,1.26623462035e-37,0.270161254969,0.0261509999909,0.122682847837
99,0.339,2.0,15.6706055046,0.0129758305674,0.222146282775,4.42724406143e-31,0.771036105423,0.0361200000043,0.203339121917
100,0.2135,1.0,15.9902470588,0.00836557786531,1.37538946069,0.0195777973234,1.91442887837,0.026036999996,0.133767656856
101,0.217,3.0,15.5290913242,0.00891840857918,0.34200707223,3.3946686309e-38,0.177722019975,0.908394000347,0.138494781293
102,0.34825,3.0,15.9141724138,0.0132575818513,0.688394957781,1.96865201392e-31,-0.357163362159,0.975672000262,0.210983443372
103,0.3565,2.0,15.210912037,0.0102838804343,0.319068627171,5.93443200683e-07,3.66251059552,0.0180319999927,0.156427200686
104,0.2025,3.0,15.4411013216,0.00848273750747,0.63893574312,3.62124731396e-36,-0.330645863841,0.0542520000308,0.130982809337
105,0.2805,3.0,16.1867729258,0.00917181609823,0.208413653879,2.06047069956e-21,0.63320168841,0.0361240000057,0.148462104499
106,0.24725,3.0,16.0636130653,0.00873908428218,0.364305399332,7.03629274767e-26,-0.191718146412,3.06494999935,0.140381268454
107,0.517,4.0,15.4964823529,0.0203111468266,0.497420987017,1.66187342866e-32,-0.491838531384,0.0490100000025,0.314751328366
108,0.3345,3.0,15.607604878,0.0130324136476,0.571427164666,2.57847724965e-27,-0.518521335139,0.0587999999989,0.203404762818
109,0.38425,3.0,14.8914978541,0.0155141042797,0.551848849738,1.1483521531e-31,-0.562116688271,3.02055600067,0.23102825059
110,0.226,3.0,15.5222948207,0.00957325438393,0.295269678717,4.6829657973e-42,-0.351531726705,0.0410550000015,0.148598876941
111,0.43,2.0,16.9063189655,0.0127863738404,0.216126913989,1.30649714783e-09,2.44057233466,0.028338000011,0.216170514558
112,0.17075,2.0,15.6509148936,0.00791115336891,0.267196383512,8.70303989669e-23,2.00487405204,0.0467650000064,0.123816788087
113,0.4615,4.0,16.3855104167,0.0154781514479,0.605016270359,7.77282197515e-21,-0.711756021204,0.0569159999723,0.25361741178
114,0.5145,3.0,16.2988983051,0.0186417317723,0.509406161046,1.12690393014e-29,-0.641490061358,0.056676000022,0.303839690387
115,0.2795,1.0,15.92052,0.0100966947436,0.808951942774,0.244912977446,0.22489494091,0.0193320000108,0.1607446306
116,0.5155,5.0,14.6009733607,0.020858372149,0.487390686366,8.26562971321e-72,-0.743421372313,0.000883999993675,0.304552536094
117,0.22775,1.0,15.7327402597,0.00756924905755,0.0935046052204,8.43160128243e-59,1.30020585988,0.0173700000014,0.119085029384
118,0.4065,2.0,16.3960552995,0.0146651346278,0.215749279309,2.17961997788e-27,0.627649610787,0.0287939999907,0.240450358332
119,0.2195,3.0,15.0715285714,0.00916619926368,0.148057335767,2.42864546475e-85,0.335595384064,0.0167160001583,0.138148634094
120,0.48775,3.0,14.7654913793,0.0182976306301,0.586544281673,1.32168846012e-29,-0.228741064501,3.02249999921,0.270173507331
121,0.34625,3.0,16.1417467811,0.0113015233262,0.644616008773,4.65712776559e-28,-0.417383801438,0.0590039999806,0.182426327773
122,0.5115,2.0,16.1766985646,0.0180517344613,0.519635863928,8.85232338024e-26,-0.578663025087,5.95904400019,0.292017466948
123,0.229,3.0,14.9977849462,0.00895487755599,0.794615178952,1.43490277772e-24,0.214155539125,5.95414799853,0.134303327805
124,0.5085,2.0,16.8495546218,0.0152494422943,0.558501817891,2.96294157606e-05,-0.340202783475,0.0362520000199,0.256946310891
125,0.6065,2.0,15.4799491525,0.0186743953114,0.244515039895,1.04257362286e-09,0.317889152345,5.98457700176,0.289078689875
126,0.23475,3.0,15.0011907216,0.00774748669824,0.553195694308,2.5670296208e-11,1.66245356293,0.038647999987,0.116221525574
127,0.29175,3.0,16.1347329843,0.0131413834098,0.281678801201,3.16840317915e-18,2.83802299864,0.0462549999793,0.212032712361
128,0.369,2.0,15.6253472222,0.0142696797382,0.199498025603,1.88929261852e-28,1.03220105679,0.0290519999908,0.222968700659
129,0.2785,3.0,15.1143882979,0.0108684771074,0.594992770637,2.01893210265e-24,-0.298281093396,0.0583799999877,0.164270383208
130,0.273,3.0,15.6823021583,0.00899456001881,1.60003212295,3.07839493429e-08,1.42077786346,0.0487200000134,0.141055407996
131,0.22025,3.0,15.640890625,0.00802809287109,0.400400873677,1.38252931487e-24,0.039095693558,0.0521700000245,0.125566522524
132,0.209,2.0,15.4426222222,0.00831276354487,1.47209374237,0.0225555410879,0.349040462839,0.0336879999959,0.128370867046
133,0.2025,2.0,14.9271348837,0.00720632277864,0.213043009657,4.87325756825e-25,0.484244126036,0.0533159999759,0.107569752132
134,0.4885,3.0,15.9007121212,0.0171810734354,0.528313528081,4.22127027773e-23,-0.452349950758,0.049680000011,0.27319130263
135,0.232,2.0,16.6061176471,0.00750340736415,0.182335206467,6.15815818642e-28,0.783785048792,0.0375319999876,0.124602465443
136,0.452,2.0,15.393141791,0.0155405050854,0.471385915192,2.66224269466e-15,-0.72394188097,0.0383279999951,0.239217198284
137,0.23875,4.0,16.4992563107,0.00905737976793,0.328113689023,9.12048945434e-92,0.0292420670178,0.0627660000391,0.149440030294
138,0.2175,1.0,15.8054954128,0.00703578939014,0.220833872295,5.3723615252e-17,1.13947411105,0.019723999998,0.111204136932
139,0.456,4.0,15.5869333333,0.0156086289345,0.484714319411,1.54790967907e-74,-0.671926481602,0.0555560000066,0.243290658627
140,0.4255,1.0,15.7361935484,0.0124355319584,2.21354428962,0.999996707786,2.50135668356,0.00993599999492,0.195687937775
141,0.329,4.0,15.022769697,0.0122042824863,0.561024952273,7.14553508631e-70,-0.407815927748,0.0651980000184,0.183342125109
142,0.303,3.0,16.1419726563,0.0103315491096,0.575995431014,1.69353265495e-36,-0.225878162371,0.0545679999486,0.166771583224
143,0.56625,4.0,16.8592553957,0.0192631728986,0.523851633569,4.19088383211e-28,-0.28194767138,0.00284999994619,0.324762751628
144,0.222,3.0,15.0522272727,0.00935653976055,0.302010857986,1.3943665941e-37,0.234180679043,0.0568559999956,0.140836762962
145,0.41925,3.0,16.8968947368,0.0123938154256,0.711547912352,4.14339683078e-25,-0.193771881884,0.00111499999912,0.209416994634
146,0.41025,3.0,15.3404280303,0.0146951066228,0.573559197418,2.6990635847e-25,-0.359743530398,0.056934000022,0.225429225544
147,0.194,2.0,16.2405666667,0.00680246535896,0.133231826897,1.77191643569e-84,0.35331966053,0.0265680000011,0.11047589216
148,0.419,3.0,16.404606383,0.0135727922629,0.637533947274,3.04041790758e-35,-0.963297241995,0.00338800002646,0.222656314591
149,0.2375,3.0,16.4248539823,0.00795213053789,0.173569436089,9.09245135535e-60,0.498154095889,0.048519999953,0.130612582933
150,0.191,4.0,15.2306469534,0.00969372858302,0.330485383656,1.62470318837e-84,1.42064313781,0.0548879999842,0.14764175771
151,0.27975,2.0,14.7280867679,0.0119314930038,0.180717061758,1.90174911192e-81,0.764910043653,0.0368280000112,0.17572806423
152,0.24,75.0,15.9833498168,0.0097091131945,1710.639558,1.54982645659e-98,0.229871365562,0.841615999758,0.155184152599
153,0.508,2.0,16.8520486618,0.0159313135088,0.528086272322,2.50656854437e-48,-0.549951563293,0.0644489999686,0.268475270496
154,0.24875,3.0,16.8679076087,0.00842417328888,0.632098654244,5.03403961206e-62,0.243918964181,0.0710799999651,0.142098176717
155,0.24425,2.0,15.3458813559,0.0093505599426,0.385126851936,8.41198336971e-10,0.643959946579,0.039711999998,0.143492583491
156,0.2045,1.0,16.2429677419,0.00709175458613,1.52509214839,0.895548512073,1.35125516987,0.0125669999979,0.115191140976
157,0.1715,4.0,15.0037093822,0.00765023318633,0.74178820227,4.51953602075e-75,-0.0155917154877,0.122810999957,0.114781875433
158,0.36525,3.0,16.8665086207,0.0125876629084,0.75184853965,1.55330006071e-43,0.0778468470872,0.0565829999687,0.212309924959
159,0.3085,2.0,15.5671964912,0.0108138421304,0.156392576834,4.26956368724e-38,0.972349865411,0.0270240000027,0.168341205268
160,0.45,1.0,15.9148918919,0.0152430855918,16.8051438156,0.146736296642,2.05079476404,0.0101890000005,0.242592059292
161,0.291,2.0,16.268355102,0.0104062399148,0.164393200566,3.61587107005e-30,0.778229041234,0.0289379999958,0.16929240621
162,0.218,11.0,15.3994393939,0.00924697735114,0.999777403559,1.99530873629e-23,0.935660416708,0.0578759999917,0.142398267296
163,0.2565,4.0,15.4927845528,0.00932171517315,0.607552047663,1.7273822153e-30,-0.0912073395667,0.0569279999763,0.144419324841
164,0.349,2.0,16.6596181102,0.0128270702918,0.997609453856,6.90014080363e-05,4.96559757729,0.000339999998687,0.213694092534
165,0.2245,3.0,15.4066292517,0.0103214424917,0.309712489497,1.26469250417e-47,-0.131124902653,0.0153449999561,0.159018637812
166,0.2115,2.0,16.416109589,0.0106847132167,0.318739489837,2.44006980792e-05,4.45349724033,0.00961999999708,0.175401423093
167,0.298,2.0,14.2880789474,0.0131523996713,0.594952341434,2.39522741845e-22,-0.366121310339,0.0566819999804,0.187922524851
168,0.5125,3.0,16.4280622407,0.0170153824972,0.486552173312,1.57120652506e-29,-0.66176633569,0.956671999789,0.279529762713
169,0.22975,2.0,15.5104937238,0.00844570416223,0.170114782132,3.29812879069e-19,0.665688587308,0.01898600001,0.130997041402
170,0.556,3.0,16.4950043764,0.020850331699,0.466738406877,7.89033400413e-62,-0.808611648577,0.0549119999923,0.343926312623
171,0.415,3.0,15.2951671642,0.0176141376731,0.613816312451,1.16265297661e-50,-0.409287338178,0.0736719999695,0.269411180162
172,0.20725,3.0,14.8824696262,0.00912575830987,0.336022355729,1.20771999942e-75,0.348598818659,0.120315000058,0.135813820862
173,0.255,3.0,16.4981795717,0.0085673516528,0.63286290705,1.55479963481e-72,0.0887453253929,0.0906199999736,0.141345706021
174,0.293,2.0,14.6329809524,0.0123010012135,0.502976687874,8.81204567863e-06,1.10335294788,0.037056000001,0.180000316452
175,0.1805,3.0,15.4303509615,0.00769944749486,0.436399375332,7.31114198836e-34,0.568258417152,2.94061500122,0.118805177056
176,0.4405,3.0,16.8016430206,0.0139583874797,0.559818432435,1.31997036156e-49,-0.190390181528,0.104819000029,0.234523843578
177,0.2225,2.0,16.4486835443,0.00791219850588,0.275103100596,3.25858251871e-46,0.505795723482,0.0472900000022,0.130145249363
178,0.565,3.0,16.6249344262,0.0204202270191,0.463512410775,7.97945725997e-79,-0.76810448073,0.0624189999944,0.339484935161
179,0.37975,3.0,15.1739099526,0.0131648762625,0.632042314439,5.56620485679e-58,-0.402801946912,0.0575220000028,0.199762646944
180,0.21425,2.0,15.9082186047,0.00838645553518,0.153829261164,7.59566911278e-76,0.306606230182,0.0370199999888,0.133413567972
181,0.2435,2.0,15.6482887324,0.00969631859201,0.285089291434,8.32599786548e-12,0.0693406557118,0.0185320000019,0.151730792969
182,0.2755,3.0,15.3869119804,0.00736008237181,0.298266575151,1.9056168636e-23,2.41485911299,0.0470000000132,0.113248939624
183,0.25575,2.0,15.2258679245,0.0107787429473,0.183042546096,1.11389488127e-77,0.603353929866,0.0383480000019,0.164115716509
184,0.2285,3.0,15.3858054299,0.0091103606532,0.344016577625,3.54818563796e-37,0.0698089668013,0.932976000346,0.140170236406
185,0.3585,3.0,15.9665960591,0.0111093349933,0.248399025788,5.58835949717e-17,1.86658637348,0.0474699999904,0.177378264324
186,0.236,3.0,16.1574220183,0.00906452928444,0.324910876118,1.18172328896e-28,-0.197415184333,2.95234500143,0.146459425046
187,0.502,3.0,16.5292597403,0.0161593034156,0.470601207503,6.33359061942e-53,-0.548800394314,0.944723999957,0.267101323379
188,0.25375,2.0,15.7540608696,0.0100145724763,0.266211871665,3.84106876394e-57,0.00126252516092,0.056940000024,0.157770184374
189,0.3655,4.0,16.6975566502,0.0118303148226,0.68468374523,3.35767914893e-24,-0.328375777193,4.98963600202,0.19753735194
190,0.3635,1.0,16.139247619,0.011207405043,0.997549402373,3.64302717156e-13,3.00173857652,0.0449949999893,0.180879085156
191,0.3605,3.0,14.9242193211,0.0138086929456,0.560656410604,2.09775539117e-54,-0.488708794973,0.0545399999974,0.206083962059
192,0.1565,2.0,15.7069671362,0.00641100501503,0.259516238243,5.01256799441e-32,0.300318122341,0.0381720000005,0.100697445081
193,0.252,2.0,16.864230303,0.00866748934875,0.272063492143,6.87199266767e-18,-0.133249509922,0.0383760000113,0.146170536526
194,0.58625,2.0,16.5190791667,0.0190207437086,0.192165960676,1.85591455803e-25,1.32017188929,0.0190960000036,0.314205171132
195,0.362,4.0,15.1564185185,0.013855754422,0.513669071313,4.59756369619e-34,-0.795843757553,0.0658559999865,0.210003612909
196,0.35325,2.0,16.9033924051,0.0119892745729,0.19786442873,8.16110117353e-22,0.747173414794,0.0291269999943,0.202659412758
197,0.246,1.0,15.8107709924,0.00740837875033,0.152349108665,9.66469286212e-14,1.93210905812,0.0196480000013,0.117132179846
198,0.19275,4.0,14.507986711,0.00833875831979,0.445183741211,1.12453860094e-48,0.0299226284728,0.890229000084,0.120978594889
199,0.3915,2.0,15.5681461988,0.0139813699535,0.130555513935,6.01600943255e-39,1.62039863698,0.0198760000058,0.217664011497
200,0.3375,1.0,15.6274761905,0.0119169828978,0.30938411266,0.00114415089688,0.719555727747,0.0207800000062,0.186232366497
201,0.3815,1.0,15.904352518,0.0154143083681,0.533784863437,0.102324860371,6.57458512484,0.0017730000036,0.245154594107
202,0.26275,3.0,14.5679592476,0.0104810413959,0.732257084499,6.17803745183e-44,-0.0293063551419,0.943642999788,0.152687383928
203,0.19875,2.0,15.2958169014,0.00771013921816,0.328002698007,1.77587043871e-05,0.355953255329,0.0288629999923,0.117932877765
204,0.4925,3.0,16.5277740385,0.0152904166917,0.577401320808,1.33780093164e-20,-0.929929580487,0.048214999988,0.252716552034
205,0.259,2.0,14.8391971831,0.0109304507692,0.821342407369,1.45714215969e-10,-0.389156184755,5.97865999851,0.162199114264
206,0.3615,3.0,16.559549505,0.0126358949903,0.725390620447,7.53374611548e-14,0.899729788913,0.902099999541,0.209244728632
207,0.398,3.0,14.3823913043,0.0135905635806,0.63158810184,4.25193846009e-22,-0.978874214613,0.905176999877,0.195464803463
208,0.36825,3.0,15.9212466368,0.0127744049317,0.57624265854,1.01482643105e-29,-0.750688365745,0.90954400014,0.203384451555
209,0.266,3.0,16.4140509259,0.00925544047646,0.421820777137,1.64108381185e-22,-0.032226058607,0.0578579999856,0.151919271322
210,0.2605,2.0,14.6886966825,0.010976673267,0.206804656769,5.08565287539e-30,0.646685008298,0.0294539999959,0.161233024202
211,0.453,3.0,16.2729074074,0.0167967648877,0.519655853706,1.99922843398e-28,-0.499869850711,0.0547260000167,0.273332199762
212,0.37175,4.0,15.1812618026,0.0148491562508,0.501595251416,8.92570187112e-35,-0.670976158932,1.98764400046,0.225428928591
213,0.4385,3.0,16.8246100917,0.0146138599091,1.84931795538,5.76845230238e-26,-0.25671770176,0.0534660000267,0.245872494906
214,0.441,3.0,15.8091595745,0.0162968969809,0.540971945981,2.20793267694e-23,-0.148292581816,0.942270000261,0.25764024494
